,white_king_col,white_king_row,white_rook_col,white_rook_row,black_king_col,black_king_row
2317,d,2,h,8,g,8
7086,c,2,d,3,b,8
4477,d,4,g,3,h,7
10082,d,4,a,6,g,2
1155,c,2,b,4,a,5
2486,d,3,e,7,b,8
26383,b,1,f,1,a,4
19499,d,1,a,5,h,6
3227,d,4,h,2,a,1
15015,c,3,e,3,g,3
13541,b,1,h,5,f,1
4392,d,3,g,1,b,1
21140,a,1,e,4,h,7
8872,c,2,b,5,g,4
24055,c,2,h,3,a,4
2191,d,2,f,4,f,3
9921,d,3,f,1,g,7
8001,d,4,b,5,b,1
20744,d,2,h,2,d,7
6668,b,1,c,2,b,3
13358,b,1,d,5,f,5
8163,d,4,e,1,h,7
17064,b,1,b,5,h,6
12818,d,3,h,2,f,5
5909,d,2,g,5,a,1
18528,c,2,a,8,g,5
27758,a,1,c,8,f,4
25967,a,1,h,8,f,5
19798,d,1,e,8,g,4
19406,c,3,g,8,g,4
7320,c,3,f,5,c,8
14142,c,1,h,4,g,8
20883,d,3,c,3,e,5
5298,c,1,b,4,a,1
20228,d,2,b,8,e,6
4240,d,2,g,3,a,7
20174,d,2,b,4,c,8
13934,c,1,d,5,c,8
16205,d,3,b,8,f,4
7612,d,3,b,8,b,3
9769,d,3,d,1,b,6
26672,b,1,h,7,g,5
10141,d,4,c,5,f,5
24180,d,1,a,3,f,3
2889,d,3,b,3,b,1
25970,b,1,a,2,d,3
788,c,1,b,3,b,4
27191,c,1,f,8,e,6
21324,b,1,a,2,c,7
18867,c,2,e,8,c,5
13636,b,2,d,1,b,8
3401,d,3,f,3,b,1
18464,c,2,a,4,f,6
3377,d,3,b,7,a,2
22191,b,2,a,1,g,4
583,b,2,d,3,d,2
9972,d,3,f,8,a,3
16733,d,4,g,3,g,7
18597,c,2,b,4,a,5
21157,a,1,e,7,c,2
15197,d,1,b,7,a,3
13897,c,1,d,1,h,4
25590,a,1,b,2,g,4
801,c,1,b,5,h,6
20804,d,2,h,6,a,5
9173,c,3,c,7,d,1
11650,d,1,a,7,a,8
18832,c,2,e,2,a,4
5173,a,1,a,2,f,1
6499,d,4,f,8,f,1
20603,d,2,g,2,a,5
16256,d,3,c,3,a,8
21206,a,1,g,2,c,2
17352,b,1,f,2,e,4
12847,d,3,h,5,a,7
18320,c,1,h,4,g,8
7709,d,3,d,5,a,5
6853,b,2,g,3,h,7
2756,d,4,g,7,f,6
6458,d,4,f,5,g,1
25621,a,1,b,6,g,4
14855,c,3,b,3,f,3
12809,d,3,h,1,h,8
14792,c,3,a,3,g,3
13806,b,2,h,8,g,1
18000,c,1,d,1,a,3
6942,c,1,c,4,f,2
26827,b,2,h,7,a,4
2170,d,2,e,8,a,7
22064,b,1,h,2,h,7
5087,d,4,d,3,c,1
12059,d,2,d,5,d,6
22114,b,1,h,4,b,6
8077,d,4,c,6,b,6
24733,d,1,e,5,a,6
25993,b,1,a,3,e,5
5615,c,3,d,5,f,1
13846,c,1,a,8,a,4
10974,c,1,f,2,g,5
27211,c,1,g,2,b,6
16112,d,3,b,1,e,7
19335,c,3,d,6,f,4
13444,b,1,f,1,h,8
13824,c,1,a,4,g,8
13376,b,1,d,7,c,3
10067,d,4,a,2,h,2
9481,d,2,c,6,a,2
2401,d,3,b,8,a,7
8111,d,4,d,3,h,5
12397,d,3,a,8,f,8
23824,c,2,c,8,d,5
15702,d,2,d,6,h,6
11139,c,2,d,1,b,5
26327,b,1,d,8,e,6
1702,d,1,b,7,d,6
20676,d,2,g,7,b,5
5641,c,3,e,4,b,1
22775,c,1,a,7,d,7
1124,c,2,a,1,a,2
4521,b,1,f,2,h,1
15077,c,3,h,2,f,2
14439,c,2,e,1,b,7
26332,b,1,d,8,b,6
13003,d,4,c,4,h,4
7764,d,3,e,4,f,8
20648,d,2,g,4,b,6
9763,d,3,d,1,f,3
21457,b,1,a,8,a,4
9735,d,3,a,8,b,3
14158,c,1,h,6,h,2
26441,b,1,f,8,c,3
11612,c,3,g,8,a,2
3133,d,3,f,5,d,1
4264,d,3,b,1,a,5
15329,d,1,e,2,h,8
7972,d,4,b,1,h,7
4677,c,3,a,3,b,1
21301,b,1,a,1,g,6
18491,c,2,a,7,f,6
13320,b,1,d,1,a,3
26132,b,1,b,8,e,4
16246,d,3,c,2,b,5
11880,d,1,g,5,b,2
22643,c,1,a,2,b,5
7062,c,2,c,8,a,3
4663,c,2,g,1,h,6
20650,d,2,g,4,g,8
27401,d,1,c,1,a,3
2367,d,3,b,3,a,4
26826,b,2,h,7,a,3
9721,d,3,a,6,d,8
13928,c,1,d,5,a,4
22017,b,1,g,6,e,4
16824,a,1,d,5,f,1
14306,c,2,b,6,d,8
16142,d,3,b,2,g,5
25798,a,1,e,5,c,2
25220,d,1,h,7,c,5
12884,d,3,h,8,d,8
15401,d,1,f,5,a,3
26577,b,1,g,8,a,6
14310,c,2,b,6,a,8
17608,b,2,b,4,a,7
1490,c,3,e,5,f,4
3247,d,1,e,3,a,2
6849,b,2,g,3,e,1
23580,c,1,h,4,h,6
1425,c,2,h,1,h,2
20659,d,2,g,5,a,7
21879,b,1,f,2,f,8
2691,d,4,f,3,e,2
19781,d,1,e,6,h,6
27009,c,1,d,1,b,6
10441,b,1,a,2,a,6
26453,b,1,f,8,e,2
23587,c,1,h,4,e,8
6843,b,2,g,1,a,8
16622,d,3,h,3,c,5
13085,d,4,f,4,f,6
15008,c,3,e,2,g,3
8572,b,2,a,1,f,1
9148,c,3,b,8,h,2
10813,c,1,a,2,f,2
24441,d,1,b,6,g,3
9552,d,2,e,4,h,5
3196,d,2,b,8,a,1
14500,c,2,e,3,d,6
486,b,1,g,2,e,2
15908,d,2,h,1,a,8
370,b,1,e,2,h,2
783,c,1,a,8,e,8
6382,d,4,e,4,e,1
22767,c,1,a,7,c,4
23082,c,1,d,3,a,6
16682,d,3,h,8,a,5
17257,b,1,e,3,c,7
16529,d,3,g,3,f,6
2047,d,2,b,5,a,4
104,a,1,f,5,f,5
21482,b,1,b,3,f,8
18299,c,1,h,1,g,5
13266,a,1,h,4,e,3
5684,c,3,g,5,h,7
3632,d,2,f,2,a,2
16493,d,3,g,2,c,5
13089,d,4,g,1,f,4
15893,d,2,g,6,e,8
11656,d,1,b,4,g,3
18522,c,2,a,8,f,3
22510,b,2,g,2,f,4
20715,d,2,h,1,h,5
12663,d,3,e,3,g,5
669,b,2,g,1,d,1
18747,c,2,d,1,f,7
20781,d,2,h,3,f,7
19568,d,1,c,3,a,4
26998,c,1,c,8,f,5
11634,c,3,h,5,a,7
1439,c,2,h,4,h,3
11039,c,1,g,5,g,1
26294,b,1,d,4,f,4
19851,d,1,g,5,a,6
4811,d,2,f,7,h,1
3258,d,1,g,3,a,2
19917,d,1,h,5,c,6
19746,d,1,e,4,e,8
24744,d,1,e,5,g,5
27807,a,1,f,6,g,4
16057,d,3,a,6,c,6
27004,c,1,d,1,b,6
7332,c,3,g,2,h,5
1564,c,3,g,4,f,4
18218,c,1,f,4,b,7
22932,c,1,b,6,g,4
14922,c,3,c,6,g,3
11760,d,1,e,1,f,1
9965,d,3,f,7,h,6
16805,a,1,c,5,g,4
24473,d,1,b,8,f,7
19577,d,1,c,6,c,8
19979,d,2,a,2,f,8
24150,d,1,a,1,h,7
27168,c,1,f,7,e,2
14174,c,1,h,8,b,4
3003,c,3,a,4,d,1
11978,d,2,b,4,h,5
11716,d,1,c,7,b,4
5389,c,1,g,8,b,5
12055,d,2,d,5,a,8
22644,c,1,a,2,a,3
1309,c,2,f,1,a,2
11345,c,2,g,6,f,7
17173,b,1,d,6,a,8
25084,d,1,h,2,b,3
26524,b,1,g,6,b,4
21992,b,1,g,4,f,8
2514,d,3,f,5,d,6
12577,d,3,d,4,g,6
23273,c,1,f,3,b,4
15754,d,2,e,3,b,5
14245,c,2,a,6,a,8
21682,b,1,d,2,f,8
9258,c,3,f,8,h,5
26532,b,1,g,6,e,4
8791,c,1,f,7,e,8
24655,d,1,d,7,g,3
12881,d,3,h,8,h,7
11249,c,2,f,1,a,7
9777,d,3,d,2,b,5
20248,d,2,c,1,c,8
27283,c,1,g,8,f,6
5257,b,2,d,3,a,1
13932,c,1,d,5,c,8
19950,d,1,h,8,d,8
20998,a,1,b,3,h,7
20239,d,2,b,8,g,6
27184,c,1,f,8,h,6
3301,d,2,e,4,b,1
25968,a,1,h,8,f,6
12041,d,2,d,3,h,6
5406,c,2,a,4,f,1
712,b,2,g,6,a,7
5783,d,1,g,7,d,5
4409,d,3,g,5,b,2
11688,d,1,c,2,b,7
5920,d,2,g,8,g,1
23898,c,2,f,1,e,3
22259,b,2,b,1,g,4
5411,c,2,a,4,h,2
23976,c,2,g,2,e,4
16934,a,1,f,8,h,6
20319,d,2,c,4,f,5
3241,d,1,d,3,a,1
23656,c,1,h,8,e,3
24072,c,2,h,6,f,5
8493,b,1,d,4,a,8
25361,d,2,c,8,e,5
9321,d,1,c,3,a,4
22514,b,2,g,2,a,5
25926,a,1,h,1,f,4
8444,b,1,c,1,b,6
11109,c,2,b,4,b,8
14511,c,2,e,4,g,7
18482,c,2,a,6,h,4
12231,d,2,g,2,a,4
23268,c,1,f,2,e,7
7292,c,3,e,1,g,1
3671,d,2,h,2,g,2
20292,d,2,c,3,c,4
10629,b,1,g,4,f,2
26542,b,1,g,7,b,6
17188,b,1,d,7,d,1
8940,c,2,d,4,c,6
17593,b,2,b,1,h,1
26283,b,1,d,3,f,3
25050,d,1,h,1,g,3
2934,c,1,g,7,a,1
10794,b,2,g,4,h,1
15307,d,1,d,8,h,5
4311,d,3,c,6,h,1
14691,c,2,g,8,b,5
6597,d,4,h,7,g,1
27225,c,1,g,3,e,3
12489,d,3,c,2,g,7
25514,a,1,a,3,f,3
20943,d,3,g,8,b,7
22292,b,2,b,8,g,5
24358,d,1,b,2,c,5
16440,d,3,f,4,f,6
3412,d,3,h,3,c,1
10416,a,1,g,7,f,4
400,b,1,e,5,b,6
2986,c,2,g,2,e,2
12764,d,3,g,4,a,7
16043,d,3,a,4,c,6
10251,d,4,g,5,g,7
6605,a,1,a,3,c,2
27324,d,1,b,1,b,6
21155,a,1,e,7,g,2
20946,d,3,g,8,a,6
12664,d,3,e,3,b,6
6554,d,4,g,8,c,1
8780,c,1,f,4,a,1
23910,c,2,f,4,c,5
20986,a,1,a,8,h,7
10797,b,2,g,4,f,1
5781,d,1,g,7,h,1
12241,d,2,g,4,a,4
24533,d,1,c,3,f,3
18760,c,2,d,2,f,6
23756,c,2,b,7,f,5
7233,c,3,a,7,g,1
26142,b,1,c,1,d,2
27970,b,1,c,6,e,4
11736,d,1,d,3,b,7
519,b,1,g,6,f,7
1755,d,1,d,3,d,4
4508,b,1,b,2,a,8
23434,c,1,g,5,a,7
12919,d,4,a,4,g,6
21043,a,1,c,5,f,2
16109,d,3,b,1,c,8
5263,b,2,d,3,a,1
1069,c,1,g,6,c,5
15184,d,1,b,2,h,8
8419,b,1,b,4,d,1
17463,b,1,g,6,e,8
26133,b,1,b,8,h,5
665,b,2,f,6,b,5
21368,b,1,a,4,e,5
13796,b,2,h,6,h,8
26753,b,2,f,6,h,4
27138,c,1,f,6,a,4
1699,d,1,b,7,b,8
12164,d,2,e,5,b,8
18261,c,1,g,3,b,6
21307,b,1,a,1,f,6
24807,d,1,f,3,b,3
4916,d,3,d,7,b,3
7065,c,2,c,8,g,6
2979,c,2,f,5,e,2
23237,c,1,e,8,e,4
13750,b,2,f,8,a,6
8990,c,2,f,1,g,7
6861,b,2,g,6,b,8
8168,d,4,e,2,h,8
22842,c,1,b,1,g,7
8128,d,4,d,6,e,1
23460,c,1,g,8,c,7
13644,b,2,d,5,d,6
16475,d,3,g,1,e,6
23968,c,2,g,1,a,4
8384,a,1,h,3,d,2
5246,b,2,b,3,d,1
13464,b,1,f,4,f,2
27093,c,1,f,1,h,5
3896,d,4,h,2,e,1
17733,b,2,e,2,h,6
1721,d,1,c,4,g,3
24258,d,1,a,6,h,6
3777,d,3,e,3,h,2
16742,d,4,h,3,h,5
15210,d,1,c,3,a,7
15722,d,2,e,1,g,6
21784,b,1,e,5,g,5
4050,d,1,d,4,a,1
26328,b,1,d,8,d,2
12280,d,2,h,3,h,6
13894,c,1,d,1,f,1
7705,d,3,d,4,b,5
22992,c,1,c,3,e,7
12229,d,2,g,1,b,6
7105,c,2,d,6,e,1
6372,d,4,e,2,c,2
7244,c,3,b,4,g,1
11877,d,1,g,3,a,7
5062,d,4,b,5,d,2
3602,d,2,d,5,g,2
15764,d,2,e,3,a,4
11856,d,1,f,7,e,5
7756,d,3,e,4,a,4
9638,d,2,f,7,g,5
19331,c,3,d,3,f,6
16412,d,3,f,2,a,7
10435,a,1,h,7,e,1
10086,d,4,a,7,h,2
10766,b,2,f,2,a,7
2956,c,2,d,2,e,2
7869,d,3,h,3,a,7
11934,d,2,a,5,f,3
12106,d,2,e,1,f,8
9670,d,2,g,7,f,8
5409,c,2,a,4,a,3
7520,d,2,f,4,h,6
17487,b,1,h,2,c,6
4439,d,3,h,8,h,2
12198,d,2,e,8,a,7
20521,d,2,f,4,c,7
23113,c,1,d,7,e,3
4690,c,3,e,3,e,1
1558,c,3,g,4,e,3
10892,c,1,d,4,b,4
2488,d,3,e,8,b,8
27273,c,1,g,7,c,4
18147,c,1,e,4,d,5
3523,d,1,f,3,h,2
4542,c,1,b,1,h,2
15371,d,1,e,8,f,6
3400,d,3,f,3,d,1
17273,b,1,e,3,h,7
26632,b,1,h,6,b,4
2272,d,2,g,7,f,8
18758,c,2,d,2,e,7
14429,c,2,e,1,f,4
233,b,1,b,4,b,5
19473,d,1,a,4,f,8
12823,d,3,h,3,h,5
9843,d,3,e,3,b,8
16676,d,3,h,7,f,5
25235,d,1,h,8,d,8
24307,d,1,a,8,c,8
11392,c,2,h,7,g,2
17261,b,1,e,3,e,7
9964,d,3,f,7,h,5
21818,b,1,e,6,b,5
9727,d,3,a,6,d,8
26804,b,2,h,2,e,3
13231,a,1,f,1,d,5
19441,c,3,h,7,e,5
13201,a,1,c,8,f,2
25072,d,1,h,1,c,7
23435,c,1,g,5,a,8
10542,b,1,d,3,b,8
24110,c,3,g,7,e,5
10420,a,1,g,8,h,6
25577,a,1,b,1,d,3
10002,d,3,g,6,b,8
4647,c,2,e,3,a,1
15572,d,2,a,8,b,8
14539,c,2,e,6,a,3
19350,c,3,e,6,a,5
19150,c,2,h,4,a,4
16740,d,4,h,3,h,4
26944,c,1,c,6,a,4
15738,d,2,e,2,d,6
17221,b,1,e,1,g,7
8458,b,1,c,4,b,6
27523,d,1,f,1,e,6
1726,d,1,c,5,b,6
26750,b,2,f,4,g,6
18608,c,2,b,4,f,6
18746,c,2,d,1,g,6
23475,c,1,h,1,c,3
14554,c,2,e,7,g,4
10284,d,4,h,6,e,2
20398,d,2,d,8,e,6
4607,c,2,b,2,f,6
21196,a,1,f,7,d,1
27003,c,1,d,1,d,5
15753,d,2,e,3,a,4
22515,b,2,g,2,f,6
11115,c,2,b,6,h,3
1067,c,1,g,6,f,6
7280,c,3,c,7,g,1
11258,c,2,f,1,h,4
10940,c,1,e,7,a,2
21028,a,1,c,1,h,5
24329,d,1,b,1,b,4
16006,d,3,a,2,b,5
6166,d,3,e,8,h,2
6461,d,4,f,5,c,2
889,c,1,d,5,a,4
966,c,1,e,8,e,7
10481,b,1,b,8,g,2
19537,d,1,b,5,a,5
1963,d,1,h,4,a,4
9850,d,3,e,3,b,8
12062,d,2,d,5,h,5
14496,c,2,e,3,g,8
1909,d,1,g,3,a,2
15690,d,2,d,6,b,5
8353,a,1,d,3,g,2
27446,d,1,c,7,h,5
22634,c,1,a,1,a,4
20703,d,2,g,8,a,4
27440,d,1,c,6,g,6
2835,c,2,c,3,a,2
11455,c,3,c,8,g,4
7213,c,2,h,8,e,1
7605,d,3,b,6,d,6
975,c,1,f,2,e,1
2268,d,2,g,6,e,6
3770,d,3,d,8,b,1
19977,d,2,a,2,b,6
14984,c,3,d,7,h,4
132,a,1,g,3,g,2
10131,d,4,c,2,b,2
22380,b,2,d,3,h,5
581,b,2,d,2,e,2
26701,b,2,c,2,g,2
9716,d,3,a,6,d,8
9035,c,2,g,8,a,3
15992,d,3,a,1,a,5
393,b,1,e,5,a,4
10218,d,4,e,8,h,3
27885,a,1,g,8,g,3
19903,d,1,h,3,a,7
8401,b,1,a,4,f,3
17725,b,2,e,2,g,3
8183,d,4,e,4,h,7
27664,d,1,g,8,d,6
11426,c,3,b,5,e,3
4613,c,2,b,3,e,2
16607,d,3,h,2,d,6
22312,b,2,c,2,d,4
8593,b,2,a,8,f,1
14168,c,1,h,8,a,5
26293,b,1,d,4,a,6
19224,c,3,a,3,f,4
27267,c,1,g,7,e,5
12190,d,2,e,8,f,6
21240,a,1,h,2,d,6
2908,c,1,d,1,a,1
25597,a,1,b,3,g,6
8071,d,4,c,6,e,1
22827,c,1,b,1,a,3
18807,c,2,d,7,a,6
15890,d,2,g,6,a,7
21465,b,1,a,8,g,7
5264,b,2,e,3,f,1
6163,d,3,e,7,h,8
26188,b,1,c,4,b,6
5481,c,2,c,4,a,8
26979,c,1,c,7,b,4
25936,a,1,h,2,d,5
6895,c,1,a,7,a,2
25749,a,1,d,7,f,3
17193,b,1,d,8,a,1
18768,c,2,d,3,d,7
14317,c,2,b,8,h,5
13600,b,2,b,5,a,4
2650,d,4,c,1,h,1
19695,d,1,e,1,g,5
27927,a,1,h,7,g,5
8789,c,1,f,6,h,1
15345,d,1,e,5,a,7
3190,d,2,b,5,b,1
9894,d,3,e,6,g,7
12349,d,3,a,3,a,8
3650,d,2,g,2,b,2
19217,c,3,a,1,a,4
26789,b,2,g,6,g,4
26093,b,1,b,6,f,6
5976,d,3,a,8,e,1
3370,d,3,b,2,b,1
27219,c,1,g,2,a,5
20275,d,2,c,2,h,6
9604,d,2,f,3,g,5
26775,b,2,g,3,a,4
1764,d,1,d,4,b,4
24237,d,1,a,5,h,5
20864,d,2,h,8,g,3
23188,c,1,e,5,a,7
19777,d,1,e,6,g,6
15629,d,2,c,5,g,8
7903,d,4,a,1,g,1
13334,b,1,d,2,e,5
18120,c,1,e,3,b,3
14692,c,2,h,1,a,3
13451,b,1,f,2,g,7
13993,c,1,e,1,a,4
11539,c,3,e,8,f,4
17952,c,1,b,6,g,7
16846,a,1,d,8,g,1
17127,b,1,d,4,g,5
8414,b,1,a,7,f,8
22728,c,1,a,5,a,3
8817,c,1,h,6,e,1
6284,d,4,b,3,g,1
22290,b,2,b,8,f,5
12944,d,4,b,2,f,6
8536,b,1,g,5,h,3
15651,d,2,d,1,b,4
12726,d,3,f,4,e,8
20892,d,3,c,6,f,4
23942,c,2,f,7,g,3
10471,b,1,b,5,h,2
20582,d,2,g,1,a,4
4326,d,3,d,6,a,2
26677,b,1,h,8,a,6
8587,b,2,a,6,d,1
23021,c,1,c,4,f,4
13306,b,1,b,5,g,3
22411,b,2,d,7,g,3
3641,d,2,f,5,e,2
15799,d,2,e,6,g,2
9034,c,2,g,7,e,8
26338,b,1,e,3,d,4
21,a,1,d,2,c,3
3718,d,3,b,4,a,6
13391,b,1,e,1,b,8
2902,c,1,c,3,a,1
22946,c,1,b,7,d,7
5534,c,2,e,4,g,3
11042,c,1,g,7,d,8
15351,d,1,e,5,b,8
779,c,1,a,7,b,7
24914,d,1,g,1,a,8
22369,b,2,d,2,f,4
23830,c,2,c,8,g,8
27699,a,1,b,8,h,4
3431,c,1,c,2,e,1
17207,b,1,e,1,a,8
23700,c,2,b,1,e,5
3622,d,2,e,5,f,2
4259,d,3,a,6,g,2
4725,d,1,b,6,g,1
1469,c,3,d,5,e,4
13322,b,1,d,1,a,5
27455,d,1,c,7,a,6
23048,c,1,c,8,h,3
8424,b,1,b,4,f,2
368,b,1,e,1,e,2
25735,a,1,d,5,g,4
11785,d,1,e,5,a,1
13112,d,4,g,8,g,5
9491,d,2,c,7,a,4
27939,a,1,h,8,f,5
11384,c,2,h,6,a,8
19116,c,2,h,3,c,6
20622,d,2,g,3,e,5
18105,c,1,e,2,c,7
27161,c,1,f,7,d,6
4060,d,1,d,6,a,1
10683,b,2,b,5,f,2
1824,d,1,e,6,f,7
27322,d,1,b,1,b,4
10972,c,1,f,2,a,6
25216,d,1,h,7,d,6
24956,d,1,g,4,a,4
3758,d,3,d,4,b,3
3232,d,1,b,2,h,1
18302,c,1,h,1,h,6
7246,c,3,b,4,h,2
17953,c,1,b,6,g,8
1831,d,1,e,7,f,7
8539,b,1,g,6,h,3
1242,c,2,d,6,h,6
19438,c,3,h,6,f,4
19077,c,2,h,1,c,4
4656,c,2,f,3,f,1
19673,d,1,e,1,a,3
8998,c,2,f,4,h,7
11914,d,2,a,3,a,5
24418,d,1,b,4,h,4
8343,a,1,c,3,d,2
25607,a,1,b,4,h,4
8893,c,2,c,5,e,4
7490,d,2,d,4,f,8
25046,d,1,h,1,c,4
18161,c,1,e,5,b,4
11859,d,1,f,7,h,4
25942,a,1,h,4,d,4
14772,c,2,h,8,h,3
17606,b,2,b,4,h,5
1777,d,1,d,6,d,5
22119,b,1,h,4,b,6
15111,c,3,h,8,h,3
11133,c,2,c,8,h,3
13072,d,4,e,5,h,5
21023,a,1,c,1,e,1
24287,d,1,a,7,f,5
13863,c,1,b,6,g,2
14490,c,2,e,3,b,8
25620,a,1,b,6,g,3
17132,b,1,d,4,g,7
7271,c,3,c,4,g,2
17643,b,2,c,3,h,4
18272,c,1,g,5,b,5
14779,c,3,a,1,g,4
20369,d,2,d,3,g,3
17095,b,1,c,4,d,2
12470,d,3,b,8,b,4
16619,d,3,h,3,h,4
20531,d,2,f,4,c,6
22092,b,1,h,4,b,6
13660,b,2,e,2,b,8
20353,d,2,c,8,c,4
3293,d,2,e,2,a,1
378,b,1,e,3,d,3
11484,c,3,d,8,h,3
14247,c,2,a,6,c,7
11882,d,1,g,5,g,1
3845,d,3,g,8,c,1
15051,c,3,g,2,g,6
23466,c,1,g,8,a,3
13777,b,2,h,1,h,6
27397,d,1,c,1,a,3
18178,c,1,e,7,g,2
23484,c,1,h,1,a,4
13039,d,4,d,6,g,3
5024,d,3,h,1,b,3
14029,c,1,e,7,a,3
12270,d,2,h,2,g,8
1658,d,1,b,1,a,2
212,b,1,a,5,b,6
23105,c,1,d,5,a,4
27261,c,1,g,7,d,4
15898,d,2,g,7,a,7
8526,b,1,g,3,a,8
18550,c,2,b,1,g,8
15762,d,2,e,3,a,7
13901,c,1,d,1,a,8
14195,c,2,a,2,c,8
792,c,1,b,4,a,4
16617,d,3,h,2,f,5
21167,a,1,e,8,g,3
22831,c,1,b,1,d,8
16593,d,3,h,1,e,4
9330,d,1,c,5,g,2
27936,a,1,h,8,f,4
27253,c,1,g,6,f,2
4498,a,1,c,2,f,1
9505,d,2,d,1,a,6
2413,d,3,c,6,b,5
25056,d,1,h,1,g,3
834,c,1,c,4,b,3
9063,c,2,h,8,f,2
9455,d,2,c,2,a,4
9810,d,3,e,1,c,6
12537,d,3,d,1,b,8
13289,b,1,a,6,b,8
13163,a,1,a,4,f,3
1220,c,2,c,8,a,7
12955,d,4,b,3,g,5
9957,d,3,f,6,b,8
17414,b,1,f,7,e,1
11375,c,2,h,4,e,8
26511,b,1,g,4,a,6
18385,c,2,a,1,d,6
5609,c,3,d,4,e,3
11907,d,2,a,1,e,7
4581,c,1,e,3,a,2
24694,d,1,e,1,e,5
10292,d,4,h,7,g,3
9677,d,2,h,3,a,4
2523,d,3,f,6,e,5
14182,c,2,a,1,c,8
26318,b,1,d,8,d,2
7460,d,2,c,3,b,3
4782,d,2,b,8,c,6
4381,d,3,f,5,a,2
19376,c,3,g,1,f,4
20800,d,2,h,4,f,6
14435,c,2,e,1,g,3
7642,d,3,c,3,a,4
6452,d,4,f,4,c,1
18549,c,2,b,1,g,7
8809,c,1,h,4,f,2
27785,a,1,e,2,d,4
19432,c,3,h,4,a,6
25339,d,2,c,6,b,4
26451,b,1,f,8,a,7
10618,b,1,f,8,e,2
14940,c,3,d,1,g,5
12962,d,4,b,4,g,5
7637,d,3,c,2,b,7
16033,d,3,a,3,a,6
10196,d,4,e,2,a,3
6854,b,2,g,3,a,8
10619,b,1,f,8,a,4
11239,c,2,e,5,a,8
1386,c,2,g,4,a,3
24824,d,1,f,3,e,7
555,b,1,h,4,e,5
18705,c,2,c,4,f,7
16704,d,4,b,6,c,5
3095,c,3,h,6,d,1
3285,d,2,d,6,e,1
9930,d,3,f,2,a,7
9166,c,3,c,6,a,2
17454,b,1,g,5,a,7
7847,d,3,g,2,a,8
1313,c,2,f,2,e,2
11095,c,2,a,6,h,8
7450,d,2,c,1,a,8
24403,d,1,b,4,e,8
14706,c,2,h,2,a,4
11245,c,2,e,6,b,7
9631,d,2,f,7,a,3
5072,d,4,c,3,c,1
20551,d,2,f,6,h,3
5275,c,1,a,4,e,1
18653,c,2,b,8,a,7
20738,d,2,h,2,b,5
20065,d,2,a,7,a,4
22914,c,1,b,5,b,8
23552,c,1,h,3,d,7
25474,d,2,g,6,f,4
1857,d,1,f,4,b,3
20599,d,2,g,2,e,6
27347,d,1,b,4,b,6
10306,a,1,a,4,c,1
2765,d,4,h,2,f,1
1541,c,3,g,1,h,2
7262,c,3,b,8,b,1
19184,c,2,h,7,c,6
8434,b,1,b,7,f,1
24356,d,1,b,1,a,8
27833,a,1,g,2,h,4
9475,d,2,c,5,b,3
20070,d,2,a,7,g,4
21217,a,1,g,6,e,1
8563,b,1,h,7,b,8
3771,d,3,d,8,b,1
13460,b,1,f,3,b,8
17493,b,1,h,2,g,8
4655,c,2,f,3,f,1
25153,d,1,h,4,f,6
11434,c,3,b,8,h,3
26113,b,1,b,7,b,4
8266,d,4,f,8,h,7
13389,b,1,e,1,a,4
9126,c,3,b,5,h,2
12098,d,2,e,1,a,5
11723,d,1,c,8,c,3
22885,c,1,b,3,f,3
9096,c,3,a,7,d,1
1737,d,1,c,6,d,5
23348,c,1,g,1,f,8
561,b,1,h,6,g,5
15357,d,1,e,6,h,8
24820,d,1,f,3,d,7
3345,d,2,g,7,b,1
11492,c,3,e,1,h,6
9354,d,1,e,3,a,8
9628,d,2,f,6,h,3
8314,d,4,h,8,f,1
23400,c,1,g,4,c,6
9719,d,3,a,6,c,8
22078,b,1,h,3,f,7
26343,b,1,e,5,c,4
58,a,1,e,3,f,2
15153,d,1,a,6,a,3
3201,d,2,f,3,h,2
22448,b,2,e,6,f,4
18033,c,1,d,4,a,8
2510,d,3,f,4,g,3
9828,d,3,e,2,b,7
17322,b,1,e,7,h,5
27361,d,1,b,6,a,5
20854,d,2,h,8,f,5
21411,b,1,a,6,g,5
11759,d,1,e,1,b,2
16138,d,3,b,2,f,6
10174,d,4,d,6,f,2
13546,b,1,h,6,a,7
22694,c,1,a,3,f,6
5993,d,3,b,3,h,2
27069,c,1,d,8,f,4
26704,b,2,c,2,g,2
24424,d,1,b,5,a,8
27951,b,1,c,2,c,5
2072,d,2,c,4,g,4
12122,d,2,e,2,e,8
27206,c,1,g,1,f,4
5822,d,2,b,1,b,2
26487,b,1,g,2,a,5
13335,b,1,d,2,b,3
16879,a,1,f,3,g,7
3513,d,1,e,6,f,1
23250,c,1,f,1,b,3
24465,d,1,b,8,d,4
16269,d,3,c,4,d,6
20834,d,2,h,7,c,5
21723,b,1,d,7,h,5
16343,d,3,d,7,d,5
21041,a,1,c,5,e,1
17150,b,1,d,5,b,7
3782,d,3,e,4,a,2
26961,c,1,c,6,a,6
9336,d,1,c,6,a,2
19908,d,1,h,5,c,6
26496,b,1,g,3,f,5
10702,b,2,c,5,f,3
2860,c,2,f,6,g,1
1221,c,2,c,8,g,8
26003,b,1,a,6,a,3
4864,d,3,a,7,f,8
13280,b,1,a,2,f,2
22057,b,1,h,1,b,3
6085,d,3,c,8,g,2
