,A1,A2,A3,A4,A5,A6,A7,A8,A9
20995,38.0,0.0,77.0,7.0,38.0,,39.0,38.0,0.0
50034,56.0,0.0,79.0,0.0,10.0,21.0,23.0,68.0,46.0
32840,37.0,0.0,94.0,0.0,,-18.0,57.0,84.0,26.0
1461,38.0,-3.0,83.0,0.0,38.0,0.0,,44.0,
31384,55.0,0.0,77.0,-2.0,8.0,-23.0,22.0,70.0,48.0
57793,49.0,3.0,,0.0,50.0,19.0,33.0,32.0,0.0
48316,37.0,0.0,90.0,-3.0,24.0,-7.0,52.0,66.0,14.0
19369,56.0,0.0,92.0,0.0,52.0,1.0,36.0,40.0,4.0
13408,56.0,0.0,79.0,0.0,8.0,,23.0,71.0,48.0
10340,37.0,0.0,107.0,0.0,28.0,-7.0,,78.0,8.0
11369,43.0,-1.0,79.0,0.0,42.0,-8.0,35.0,,2.0
1325,76.0,0.0,81.0,,-42.0,0.0,5.0,125.0,120.0
51926,41.0,-5.0,81.0,0.0,42.0,8.0,,39.0,0.0
18632,56.0,0.0,97.0,0.0,,2.0,41.0,53.0,12.0
37221,47.0,-4.0,84.0,-4.0,46.0,,,37.0,0.0
44445,38.0,-1.0,76.0,-2.0,38.0,0.0,37.0,37.0,0.0
53264,37.0,0.0,96.0,0.0,30.0,2.0,59.0,65.0,6.0
13138,55.0,0.0,77.0,0.0,24.0,-5.0,21.0,54.0,32.0
31608,37.0,0.0,77.0,0.0,20.0,15.0,,56.0,16.0
39582,37.0,0.0,81.0,0.0,24.0,-13.0,44.0,57.0,14.0
52379,,-2.0,83.0,0.0,50.0,0.0,33.0,34.0,2.0
47473,56.0,0.0,81.0,0.0,-14.0,16.0,,97.0,72.0
25760,56.0,0.0,97.0,-4.0,52.0,14.0,41.0,45.0,4.0
44353,37.0,0.0,74.0,0.0,,9.0,,43.0,6.0
31261,49.0,0.0,77.0,4.0,46.0,-28.0,28.0,30.0,2.0
30320,52.0,-2.0,79.0,0.0,52.0,0.0,27.0,27.0,0.0
53881,,1.0,82.0,1.0,52.0,0.0,30.0,30.0,0.0
16283,37.0,,81.0,-6.0,-4.0,0.0,44.0,86.0,42.0
5797,37.0,0.0,78.0,0.0,-4.0,18.0,41.0,83.0,42.0
28402,38.0,3.0,80.0,0.0,38.0,7.0,42.0,41.0,0.0
34514,44.0,0.0,81.0,0.0,44.0,11.0,38.0,37.0,0.0
10372,37.0,0.0,78.0,,8.0,-20.0,,70.0,
18021,58.0,2.0,85.0,0.0,56.0,0.0,27.0,28.0,2.0
1821,56.0,,86.0,0.0,54.0,,31.0,32.0,2.0
21017,44.0,2.0,85.0,0.0,44.0,9.0,41.0,,0.0
8774,,0.0,88.0,1.0,52.0,0.0,36.0,36.0,0.0
22026,56.0,0.0,81.0,-1.0,-14.0,0.0,25.0,97.0,72.0
44962,51.0,0.0,88.0,5.0,50.0,0.0,37.0,39.0,2.0
43133,56.0,0.0,97.0,,54.0,9.0,40.0,42.0,2.0
40064,45.0,0.0,86.0,0.0,44.0,-2.0,40.0,42.0,2.0
3497,56.0,2.0,92.0,0.0,54.0,0.0,36.0,,2.0
19109,42.0,,85.0,-3.0,42.0,-3.0,44.0,,0.0
8956,37.0,-2.0,76.0,0.0,36.0,0.0,39.0,40.0,2.0
28288,56.0,0.0,76.0,,-4.0,113.0,20.0,81.0,62.0
22505,48.0,-2.0,77.0,0.0,46.0,0.0,29.0,31.0,2.0
14316,56.0,0.0,84.0,0.0,56.0,14.0,28.0,27.0,0.0
27793,38.0,0.0,92.0,0.0,16.0,2.0,54.0,77.0,22.0
42273,56.0,0.0,97.0,0.0,52.0,-24.0,41.0,45.0,4.0
6220,37.0,0.0,78.0,0.0,12.0,-2.0,41.0,65.0,24.0
21470,43.0,,79.0,1.0,42.0,-3.0,35.0,37.0,2.0
26710,55.0,0.0,80.0,,24.0,24.0,,57.0,32.0
757,53.0,-1.0,86.0,0.0,54.0,17.0,33.0,32.0,0.0
7806,55.0,,85.0,0.0,,-8.0,30.0,31.0,
9622,56.0,0.0,76.0,-4.0,-4.0,0.0,20.0,81.0,62.0
6338,53.0,3.0,79.0,0.0,54.0,23.0,26.0,24.0,0.0
53256,42.0,0.0,,3.0,42.0,0.0,,36.0,0.0
32011,105.0,0.0,107.0,5.0,70.0,0.0,1.0,37.0,36.0
48765,49.0,0.0,83.0,,50.0,0.0,33.0,33.0,0.0
10249,37.0,0.0,78.0,0.0,6.0,-1.0,42.0,73.0,32.0
28401,45.0,0.0,86.0,0.0,44.0,-11.0,41.0,42.0,2.0
27839,37.0,0.0,76.0,0.0,18.0,-11.0,40.0,58.0,18.0
12670,43.0,0.0,81.0,-6.0,,-1.0,37.0,39.0,2.0
3572,41.0,,77.0,,42.0,8.0,36.0,36.0,0.0
48020,38.0,-2.0,79.0,-1.0,,0.0,41.0,40.0,0.0
37262,42.0,-4.0,84.0,0.0,42.0,0.0,42.0,43.0,0.0
41686,37.0,0.0,76.0,0.0,38.0,16.0,39.0,,0.0
42830,84.0,0.0,88.0,0.0,-2.0,-18.0,3.0,90.0,88.0
13570,58.0,0.0,108.0,0.0,56.0,0.0,49.0,51.0,2.0
27341,45.0,0.0,78.0,0.0,46.0,24.0,33.0,32.0,0.0
4487,41.0,5.0,80.0,0.0,38.0,-22.0,39.0,41.0,2.0
9262,37.0,0.0,78.0,0.0,24.0,-3.0,,55.0,14.0
45530,37.0,0.0,97.0,0.0,24.0,18.0,60.0,74.0,14.0
43131,83.0,-1.0,86.0,-2.0,-4.0,,3.0,92.0,88.0
28502,41.0,3.0,86.0,7.0,38.0,-26.0,45.0,48.0,2.0
38114,56.0,0.0,77.0,-7.0,44.0,0.0,,34.0,12.0
33479,41.0,-2.0,86.0,,,3.0,46.0,45.0,0.0
30511,44.0,3.0,83.0,0.0,44.0,10.0,39.0,39.0,0.0
41693,37.0,1.0,80.0,0.0,36.0,0.0,43.0,44.0,0.0
30706,56.0,0.0,96.0,-1.0,50.0,0.0,40.0,47.0,6.0
1865,43.0,-3.0,85.0,0.0,42.0,-19.0,,44.0,2.0
19818,37.0,,76.0,1.0,20.0,-10.0,39.0,55.0,16.0
54641,55.0,-2.0,77.0,0.0,34.0,-9.0,22.0,44.0,22.0
20960,45.0,0.0,81.0,3.0,44.0,-3.0,35.0,37.0,2.0
4462,45.0,0.0,79.0,-4.0,44.0,-11.0,33.0,35.0,2.0
51666,37.0,-1.0,106.0,0.0,34.0,-15.0,68.0,72.0,4.0
921,80.0,0.0,84.0,-1.0,-42.0,0.0,4.0,128.0,124.0
37096,45.0,0.0,86.0,-5.0,46.0,16.0,41.0,40.0,0.0
7073,51.0,1.0,102.0,0.0,50.0,-29.0,51.0,53.0,2.0
52167,45.0,-5.0,106.0,0.0,,0.0,62.0,62.0,0.0
37242,53.0,0.0,103.0,0.0,,26.0,50.0,49.0,0.0
32209,43.0,-1.0,85.0,0.0,44.0,21.0,42.0,41.0,0.0
33348,44.0,2.0,,6.0,44.0,18.0,37.0,37.0,0.0
45210,51.0,0.0,84.0,0.0,52.0,31.0,34.0,33.0,0.0
27022,49.0,-1.0,88.0,0.0,50.0,4.0,39.0,39.0,0.0
32927,46.0,1.0,83.0,5.0,44.0,-21.0,,39.0,2.0
22027,56.0,0.0,,-4.0,42.0,3.0,40.0,54.0,14.0
13235,55.0,0.0,,0.0,16.0,-4.0,23.0,63.0,40.0
37479,42.0,0.0,78.0,,42.0,0.0,36.0,37.0,2.0
23641,53.0,-4.0,81.0,0.0,52.0,-19.0,28.0,29.0,2.0
25875,55.0,-5.0,95.0,0.0,54.0,-1.0,40.0,41.0,2.0
38887,101.0,0.0,102.0,0.0,72.0,5.0,1.0,29.0,28.0
32202,37.0,3.0,82.0,-6.0,34.0,0.0,45.0,48.0,4.0
32022,55.0,0.0,79.0,0.0,20.0,-5.0,23.0,58.0,34.0
36440,82.0,0.0,86.0,0.0,-2.0,12.0,3.0,,84.0
26196,37.0,0.0,,-1.0,34.0,1.0,43.0,46.0,4.0
46414,41.0,0.0,86.0,0.0,,-9.0,46.0,48.0,2.0
55369,40.0,0.0,,-1.0,38.0,-2.0,47.0,48.0,2.0
24616,42.0,-2.0,108.0,0.0,42.0,0.0,67.0,67.0,0.0
637,51.0,4.0,85.0,0.0,,-11.0,34.0,36.0,2.0
29404,43.0,-4.0,89.0,0.0,42.0,0.0,46.0,48.0,2.0
30132,56.0,1.0,86.0,0.0,56.0,20.0,30.0,29.0,0.0
51641,37.0,0.0,76.0,,30.0,-3.0,39.0,45.0,6.0
51511,37.0,0.0,80.0,0.0,18.0,-27.0,43.0,62.0,18.0
1258,37.0,,106.0,0.0,28.0,3.0,,78.0,8.0
22899,56.0,-4.0,92.0,0.0,56.0,0.0,36.0,35.0,0.0
18374,44.0,0.0,88.0,4.0,44.0,4.0,44.0,44.0,
55837,41.0,5.0,81.0,,42.0,5.0,40.0,40.0,0.0
5063,37.0,0.0,92.0,2.0,8.0,1.0,55.0,84.0,30.0
53031,48.0,0.0,86.0,3.0,46.0,,39.0,40.0,2.0
47747,50.0,-1.0,77.0,-3.0,,-4.0,27.0,,0.0
5900,38.0,-1.0,83.0,0.0,,-27.0,45.0,47.0,2.0
7562,42.0,0.0,96.0,-6.0,42.0,0.0,54.0,55.0,0.0
37787,45.0,0.0,74.0,8.0,44.0,,29.0,30.0,2.0
47417,43.0,3.0,83.0,,42.0,0.0,39.0,41.0,2.0
54370,,0.0,77.0,0.0,26.0,-7.0,40.0,51.0,10.0
55768,84.0,5.0,86.0,,-2.0,0.0,3.0,89.0,86.0
2040,52.0,0.0,79.0,0.0,52.0,0.0,28.0,28.0,0.0
26767,,0.0,,0.0,34.0,10.0,46.0,49.0,4.0
35939,44.0,-5.0,79.0,0.0,44.0,0.0,35.0,35.0,0.0
25407,37.0,,79.0,-2.0,12.0,-6.0,42.0,66.0,24.0
52565,50.0,,77.0,0.0,50.0,-1.0,27.0,28.0,2.0
53258,50.0,0.0,86.0,-7.0,50.0,0.0,36.0,37.0,0.0
38602,37.0,,104.0,0.0,16.0,-13.0,67.0,89.0,22.0
47886,39.0,0.0,97.0,5.0,38.0,0.0,58.0,59.0,0.0
25381,55.0,-1.0,98.0,0.0,46.0,2.0,42.0,,8.0
43600,37.0,0.0,78.0,0.0,2.0,25.0,41.0,75.0,34.0
26534,38.0,1.0,75.0,0.0,38.0,21.0,37.0,36.0,0.0
40182,54.0,3.0,89.0,1.0,54.0,0.0,35.0,35.0,0.0
43577,59.0,,86.0,-2.0,60.0,18.0,27.0,26.0,0.0
31353,41.0,1.0,76.0,0.0,42.0,7.0,34.0,34.0,0.0
52194,47.0,0.0,90.0,4.0,46.0,0.0,43.0,43.0,0.0
47510,54.0,1.0,,1.0,54.0,0.0,28.0,27.0,0.0
10910,37.0,0.0,104.0,0.0,26.0,11.0,66.0,78.0,12.0
9835,53.0,0.0,81.0,0.0,54.0,19.0,28.0,27.0,0.0
36655,51.0,1.0,78.0,0.0,52.0,4.0,27.0,26.0,0.0
1460,55.0,0.0,77.0,0.0,-12.0,-30.0,21.0,,68.0
37349,37.0,0.0,75.0,-7.0,36.0,0.0,38.0,39.0,0.0
50280,43.0,0.0,79.0,-2.0,42.0,0.0,,37.0,2.0
21141,46.0,0.0,77.0,0.0,44.0,-29.0,32.0,,2.0
1694,53.0,14.0,95.0,-2.0,50.0,0.0,42.0,46.0,4.0
56970,55.0,0.0,79.0,0.0,20.0,0.0,23.0,58.0,34.0
26836,56.0,0.0,76.0,-2.0,-4.0,,20.0,81.0,62.0
17332,37.0,0.0,80.0,0.0,12.0,-6.0,43.0,67.0,24.0
6544,55.0,,76.0,0.0,-14.0,13.0,21.0,92.0,70.0
4005,43.0,0.0,83.0,0.0,44.0,30.0,,39.0,0.0
54204,49.0,0.0,83.0,-1.0,50.0,13.0,34.0,34.0,0.0
41587,62.0,0.0,109.0,1.0,60.0,0.0,48.0,50.0,2.0
2675,37.0,-1.0,77.0,0.0,,0.0,41.0,44.0,2.0
7935,45.0,0.0,88.0,-2.0,46.0,,42.0,41.0,
15094,47.0,0.0,86.0,-3.0,46.0,0.0,39.0,40.0,
16556,37.0,0.0,78.0,0.0,10.0,-15.0,42.0,68.0,26.0
57869,43.0,5.0,88.0,0.0,42.0,0.0,45.0,46.0,
7770,37.0,0.0,76.0,1.0,,30.0,39.0,45.0,
22951,44.0,1.0,82.0,0.0,44.0,22.0,38.0,38.0,0.0
7832,49.0,0.0,88.0,0.0,50.0,3.0,40.0,39.0,0.0
4353,44.0,-2.0,92.0,-4.0,44.0,0.0,47.0,48.0,
4930,37.0,0.0,80.0,0.0,20.0,,43.0,59.0,16.0
5721,54.0,,76.0,-17.0,-2.0,9.0,22.0,79.0,56.0
18811,41.0,0.0,79.0,-1.0,38.0,-19.0,38.0,40.0,2.0
54964,46.0,0.0,109.0,0.0,44.0,-24.0,64.0,66.0,
44752,43.0,0.0,83.0,3.0,,-2.0,39.0,41.0,2.0
15921,37.0,0.0,76.0,0.0,24.0,21.0,39.0,52.0,14.0
57243,55.0,0.0,96.0,0.0,50.0,,41.0,47.0,6.0
53897,41.0,-5.0,80.0,0.0,42.0,0.0,39.0,39.0,0.0
24992,84.0,0.0,88.0,,6.0,-2.0,4.0,83.0,78.0
5839,55.0,0.0,92.0,0.0,34.0,-19.0,37.0,59.0,22.0
52784,47.0,-2.0,86.0,,46.0,0.0,39.0,40.0,0.0
6490,37.0,0.0,78.0,-1.0,2.0,7.0,41.0,75.0,34.0
2416,37.0,,75.0,0.0,20.0,17.0,38.0,54.0,16.0
38656,51.0,-2.0,81.0,0.0,50.0,-9.0,30.0,32.0,2.0
40651,43.0,0.0,81.0,-1.0,44.0,25.0,37.0,37.0,0.0
27725,37.0,0.0,93.0,0.0,10.0,6.0,55.0,82.0,28.0
26835,81.0,0.0,84.0,-7.0,-14.0,0.0,3.0,99.0,96.0
21961,104.0,5.0,105.0,6.0,70.0,0.0,1.0,35.0,
4517,47.0,-28.0,86.0,0.0,46.0,0.0,,39.0,0.0
23531,45.0,0.0,85.0,0.0,44.0,-14.0,40.0,41.0,2.0
49518,37.0,0.0,78.0,,20.0,-6.0,42.0,57.0,16.0
56154,37.0,0.0,,0.0,16.0,-7.0,45.0,66.0,22.0
21511,56.0,5.0,95.0,0.0,46.0,-12.0,40.0,49.0,10.0
56269,56.0,0.0,78.0,0.0,26.0,31.0,22.0,52.0,30.0
15915,43.0,0.0,75.0,0.0,,18.0,32.0,31.0,0.0
15090,37.0,0.0,104.0,-3.0,18.0,0.0,66.0,86.0,20.0
45560,37.0,0.0,77.0,7.0,36.0,3.0,40.0,41.0,0.0
8103,40.0,,93.0,-3.0,38.0,0.0,54.0,,2.0
21226,37.0,0.0,77.0,0.0,6.0,-13.0,40.0,,32.0
47463,41.0,2.0,81.0,0.0,38.0,0.0,40.0,42.0,2.0
44211,43.0,0.0,77.0,,42.0,0.0,34.0,35.0,2.0
21866,55.0,0.0,98.0,0.0,52.0,7.0,42.0,46.0,4.0
36862,82.0,0.0,87.0,6.0,-40.0,1.0,5.0,128.0,124.0
23168,55.0,0.0,77.0,,-18.0,1.0,21.0,95.0,74.0
16588,45.0,2.0,86.0,0.0,44.0,-4.0,41.0,42.0,2.0
26766,46.0,1.0,87.0,0.0,44.0,-17.0,41.0,43.0,2.0
28775,77.0,3.0,81.0,0.0,-42.0,0.0,4.0,125.0,
51867,55.0,0.0,93.0,0.0,54.0,2.0,38.0,39.0,0.0
33484,80.0,1.0,84.0,2.0,-28.0,0.0,4.0,112.0,108.0
51530,,-2.0,83.0,0.0,52.0,-1.0,31.0,32.0,0.0
3531,45.0,1.0,77.0,0.0,44.0,-3.0,32.0,34.0,2.0
57770,50.0,5.0,79.0,1.0,50.0,0.0,29.0,30.0,0.0
17465,103.0,0.0,104.0,-2.0,70.0,0.0,1.0,34.0,34.0
17913,56.0,0.0,96.0,0.0,54.0,22.0,40.0,42.0,2.0
41704,37.0,0.0,75.0,0.0,34.0,-24.0,38.0,41.0,2.0
41298,44.0,1.0,,0.0,44.0,8.0,41.0,41.0,0.0
41142,37.0,0.0,78.0,-2.0,30.0,22.0,41.0,47.0,6.0
5111,56.0,0.0,78.0,3.0,-22.0,0.0,22.0,101.0,80.0
18116,37.0,0.0,79.0,-4.0,36.0,0.0,42.0,43.0,0.0
14762,43.0,0.0,87.0,0.0,44.0,25.0,44.0,43.0,0.0
57143,55.0,0.0,81.0,0.0,-22.0,-8.0,26.0,105.0,78.0
7139,52.0,-2.0,81.0,,54.0,31.0,29.0,27.0,0.0
30241,58.0,-2.0,81.0,5.0,56.0,0.0,23.0,24.0,0.0
42580,56.0,2.0,95.0,0.0,56.0,7.0,39.0,39.0,0.0
14503,40.0,5.0,,0.0,38.0,0.0,44.0,45.0,2.0
55772,37.0,0.0,80.0,0.0,26.0,,43.0,54.0,12.0
49150,102.0,0.0,103.0,1.0,72.0,,1.0,31.0,30.0
29816,37.0,0.0,76.0,0.0,24.0,9.0,40.0,53.0,14.0
1354,37.0,0.0,81.0,8.0,16.0,0.0,44.0,65.0,22.0
4934,42.0,-2.0,78.0,0.0,42.0,0.0,36.0,37.0,0.0
8046,39.0,3.0,79.0,0.0,38.0,0.0,39.0,40.0,0.0
17842,56.0,0.0,79.0,0.0,16.0,2.0,23.0,63.0,40.0
50453,36.0,-3.0,83.0,0.0,36.0,0.0,47.0,47.0,0.0
27247,82.0,0.0,85.0,0.0,-2.0,4.0,3.0,88.0,84.0
9684,55.0,-3.0,81.0,0.0,-10.0,-3.0,26.0,92.0,66.0
13508,84.0,0.0,88.0,0.0,0.0,3.0,4.0,88.0,84.0
11135,39.0,3.0,77.0,1.0,38.0,0.0,38.0,39.0,0.0
51320,56.0,0.0,97.0,6.0,46.0,0.0,41.0,51.0,10.0
1567,47.0,3.0,88.0,0.0,46.0,0.0,42.0,42.0,0.0
42166,59.0,0.0,108.0,0.0,56.0,-13.0,49.0,51.0,2.0
15586,102.0,0.0,103.0,0.0,70.0,-12.0,1.0,33.0,32.0
39801,42.0,-3.0,77.0,0.0,42.0,0.0,36.0,36.0,0.0
7288,49.0,0.0,81.0,,50.0,-9.0,32.0,32.0,0.0
23506,,0.0,93.0,8.0,46.0,0.0,37.0,46.0,8.0
31192,37.0,0.0,97.0,-4.0,,0.0,59.0,63.0,4.0
27930,44.0,0.0,,2.0,44.0,13.0,43.0,42.0,0.0
43589,42.0,0.0,86.0,1.0,42.0,0.0,45.0,45.0,0.0
11712,38.0,2.0,79.0,0.0,38.0,26.0,41.0,40.0,0.0
7216,37.0,-4.0,77.0,0.0,36.0,338.0,40.0,41.0,0.0
54595,49.0,0.0,83.0,-1.0,50.0,0.0,33.0,33.0,0.0
35069,49.0,-3.0,78.0,0.0,50.0,7.0,29.0,29.0,0.0
12643,,5.0,85.0,1.0,44.0,0.0,41.0,41.0,0.0
9442,37.0,0.0,79.0,0.0,20.0,-13.0,42.0,,16.0
49479,37.0,0.0,83.0,-7.0,6.0,0.0,46.0,77.0,32.0
56891,47.0,,88.0,2.0,46.0,0.0,41.0,41.0,0.0
33217,80.0,0.0,84.0,0.0,-40.0,24.0,4.0,125.0,122.0
20334,56.0,0.0,80.0,-1.0,-10.0,0.0,24.0,90.0,66.0
27199,49.0,0.0,81.0,0.0,50.0,,33.0,32.0,0.0
40193,64.0,-63.0,88.0,0.0,8.0,0.0,24.0,81.0,56.0
32399,37.0,0.0,84.0,0.0,20.0,-16.0,47.0,63.0,16.0
36892,47.0,-38.0,89.0,4.0,6.0,-7.0,42.0,84.0,42.0
22435,41.0,1.0,84.0,0.0,38.0,0.0,44.0,46.0,2.0
20893,43.0,0.0,108.0,-7.0,42.0,0.0,65.0,67.0,2.0
51980,49.0,0.0,77.0,0.0,50.0,19.0,28.0,28.0,0.0
15026,53.0,0.0,81.0,0.0,54.0,8.0,28.0,26.0,0.0
17923,37.0,-5.0,107.0,0.0,36.0,0.0,70.0,71.0,0.0
26809,52.0,,87.0,3.0,52.0,0.0,35.0,35.0,0.0
16783,42.0,-1.0,,2.0,42.0,0.0,44.0,45.0,2.0
27240,59.0,0.0,86.0,0.0,56.0,-4.0,27.0,29.0,2.0
39402,49.0,1.0,95.0,3.0,50.0,,46.0,46.0,0.0
30290,41.0,1.0,102.0,0.0,42.0,1.0,61.0,60.0,0.0
23439,49.0,1.0,83.0,,46.0,-13.0,34.0,37.0,2.0
45650,45.0,0.0,,0.0,44.0,-15.0,33.0,34.0,2.0
35271,55.0,-1.0,80.0,-1.0,-4.0,8.0,25.0,85.0,60.0
50837,43.0,-1.0,79.0,0.0,44.0,,35.0,35.0,0.0
9770,51.0,0.0,78.0,0.0,52.0,28.0,,26.0,0.0
41655,55.0,6.0,79.0,0.0,42.0,0.0,24.0,37.0,14.0
54936,45.0,-5.0,85.0,0.0,44.0,0.0,41.0,41.0,0.0
11038,45.0,-3.0,78.0,0.0,,-16.0,33.0,34.0,
29433,55.0,0.0,77.0,0.0,-14.0,-27.0,21.0,92.0,70.0
25992,53.0,5.0,81.0,0.0,54.0,0.0,28.0,27.0,0.0
17870,37.0,-1.0,,0.0,30.0,-4.0,43.0,49.0,6.0
57369,42.0,0.0,102.0,0.0,42.0,0.0,60.0,61.0,2.0
13679,56.0,1.0,80.0,0.0,-2.0,-9.0,24.0,83.0,58.0
39473,53.0,0.0,82.0,0.0,52.0,-16.0,29.0,30.0,2.0
52678,56.0,0.0,107.0,0.0,56.0,19.0,51.0,50.0,0.0
42925,56.0,5.0,82.0,0.0,56.0,22.0,26.0,25.0,0.0
31246,53.0,1.0,,0.0,52.0,-14.0,,37.0,2.0
23663,56.0,3.0,86.0,0.0,54.0,-7.0,31.0,32.0,2.0
35190,37.0,0.0,76.0,0.0,18.0,,39.0,58.0,18.0
57255,37.0,0.0,80.0,-1.0,36.0,-4.0,43.0,44.0,2.0
467,56.0,0.0,79.0,-1.0,6.0,-3.0,23.0,74.0,50.0
34456,48.0,2.0,94.0,1.0,46.0,0.0,46.0,48.0,2.0
39303,49.0,0.0,89.0,0.0,46.0,-4.0,40.0,42.0,2.0
3312,55.0,-3.0,96.0,0.0,54.0,0.0,41.0,42.0,2.0
38152,43.0,,76.0,,42.0,-6.0,32.0,34.0,2.0
51760,37.0,0.0,94.0,,10.0,16.0,57.0,84.0,28.0
57779,47.0,-2.0,81.0,0.0,46.0,0.0,33.0,34.0,0.0
11352,55.0,0.0,98.0,0.0,46.0,-7.0,42.0,51.0,8.0
49229,55.0,0.0,83.0,0.0,-30.0,,27.0,114.0,86.0
8623,37.0,0.0,78.0,0.0,20.0,-17.0,42.0,57.0,16.0
29233,37.0,,76.0,4.0,24.0,11.0,39.0,53.0,14.0
54669,56.0,0.0,96.0,0.0,,11.0,40.0,44.0,4.0
693,38.0,2.0,76.0,0.0,38.0,10.0,38.0,37.0,0.0
24809,56.0,0.0,95.0,0.0,46.0,28.0,40.0,49.0,
14309,42.0,0.0,89.0,0.0,42.0,0.0,47.0,48.0,0.0
27106,48.0,0.0,77.0,0.0,,-12.0,28.0,30.0,2.0
45069,43.0,-3.0,83.0,0.0,42.0,-16.0,40.0,42.0,2.0
36039,44.0,-5.0,83.0,0.0,44.0,6.0,39.0,39.0,0.0
41736,49.0,1.0,82.0,0.0,50.0,15.0,33.0,33.0,0.0
16076,55.0,0.0,77.0,0.0,-12.0,5.0,21.0,,68.0
22298,81.0,-3.0,84.0,,-14.0,0.0,4.0,100.0,96.0
45753,55.0,0.0,,2.0,18.0,-3.0,39.0,76.0,38.0
16561,37.0,-78.0,76.0,0.0,20.0,0.0,,55.0,16.0
8195,43.0,0.0,83.0,-1.0,44.0,23.0,40.0,39.0,0.0
15344,41.0,0.0,84.0,1.0,38.0,-4.0,43.0,45.0,2.0
40354,43.0,0.0,83.0,0.0,44.0,10.0,39.0,,0.0
10187,103.0,0.0,104.0,1.0,70.0,0.0,1.0,35.0,34.0
48663,43.0,1.0,80.0,0.0,42.0,0.0,,39.0,2.0
39707,45.0,0.0,86.0,,44.0,,41.0,42.0,2.0
33063,56.0,0.0,79.0,0.0,-2.0,-30.0,23.0,81.0,58.0
30569,55.0,-1.0,96.0,0.0,54.0,-1.0,41.0,42.0,2.0
16119,51.0,-1.0,83.0,0.0,52.0,0.0,,32.0,0.0
57625,37.0,0.0,77.0,3.0,36.0,0.0,40.0,41.0,0.0
54939,56.0,0.0,,0.0,44.0,9.0,42.0,54.0,12.0
27112,123.0,109.0,105.0,0.0,36.0,-1.0,-18.0,69.0,86.0
3892,56.0,1.0,87.0,0.0,56.0,13.0,31.0,,0.0
34902,41.0,0.0,83.0,0.0,38.0,-27.0,42.0,44.0,2.0
5244,79.0,0.0,84.0,1.0,-42.0,,4.0,128.0,
36345,37.0,0.0,95.0,6.0,10.0,0.0,58.0,85.0,28.0
42189,62.0,0.0,109.0,0.0,60.0,-29.0,48.0,50.0,2.0
8576,56.0,0.0,82.0,0.0,54.0,-3.0,26.0,28.0,2.0
28859,46.0,0.0,81.0,-7.0,44.0,-30.0,35.0,37.0,2.0
53846,49.0,-3.0,83.0,0.0,50.0,0.0,34.0,34.0,0.0
12382,37.0,,79.0,0.0,2.0,-13.0,42.0,76.0,34.0
50322,55.0,-3.0,76.0,0.0,,-5.0,21.0,,74.0
22769,56.0,1.0,80.0,0.0,56.0,14.0,24.0,23.0,0.0
42,56.0,0.0,79.0,0.0,16.0,3.0,23.0,63.0,40.0
5376,55.0,0.0,98.0,-3.0,42.0,0.0,42.0,57.0,14.0
44221,45.0,-1.0,88.0,0.0,,-12.0,43.0,44.0,2.0
4049,46.0,0.0,,0.0,44.0,-21.0,34.0,35.0,2.0
32874,43.0,0.0,89.0,-3.0,42.0,-5.0,46.0,48.0,2.0
53760,45.0,0.0,87.0,5.0,44.0,-15.0,42.0,43.0,
53490,,0.0,81.0,0.0,50.0,29.0,33.0,32.0,0.0
56170,46.0,-4.0,107.0,0.0,46.0,0.0,61.0,60.0,0.0
42353,53.0,1.0,,0.0,54.0,12.0,33.0,32.0,0.0
5811,46.0,5.0,,0.0,46.0,14.0,33.0,32.0,0.0
38637,55.0,,93.0,0.0,52.0,-11.0,38.0,42.0,4.0
54625,56.0,0.0,78.0,0.0,12.0,22.0,22.0,65.0,42.0
20742,55.0,0.0,79.0,0.0,10.0,,23.0,68.0,46.0
54398,43.0,0.0,86.0,-1.0,42.0,0.0,43.0,45.0,2.0
42882,37.0,0.0,80.0,1.0,6.0,-13.0,43.0,75.0,32.0
33188,49.0,,77.0,0.0,50.0,1.0,28.0,28.0,0.0
34270,48.0,-42.0,91.0,0.0,2.0,0.0,43.0,88.0,46.0
53901,54.0,-1.0,77.0,-2.0,54.0,0.0,24.0,,0.0
35242,44.0,4.0,88.0,0.0,42.0,-26.0,45.0,47.0,2.0
1217,53.0,0.0,108.0,0.0,52.0,-5.0,55.0,56.0,2.0
28317,41.0,0.0,80.0,-5.0,,-6.0,39.0,41.0,2.0
20526,45.0,0.0,76.0,0.0,44.0,-10.0,31.0,32.0,2.0
46274,55.0,0.0,77.0,0.0,-2.0,-17.0,21.0,79.0,58.0
18732,55.0,0.0,95.0,-1.0,36.0,-4.0,39.0,59.0,20.0
49569,37.0,0.0,100.0,-1.0,30.0,-1.0,64.0,69.0,6.0
35408,38.0,0.0,77.0,0.0,38.0,10.0,39.0,38.0,0.0
26301,38.0,-3.0,92.0,0.0,26.0,3.0,54.0,66.0,12.0
50381,48.0,-3.0,89.0,0.0,46.0,0.0,,,2.0
8764,56.0,0.0,95.0,-2.0,46.0,0.0,39.0,48.0,10.0
47344,57.0,1.0,86.0,-6.0,56.0,0.0,30.0,30.0,0.0
87,45.0,,108.0,0.0,44.0,-3.0,62.0,64.0,2.0
27768,37.0,0.0,79.0,0.0,36.0,1.0,43.0,43.0,0.0
